timestamp	status	chars_per_sec	mae_all	mae_pf_dora	mae_pm_alex	mae_pm_santa	bias_pf_dora	bias_pm_alex	bias_pm_santa	n_sentences	description
2026-03-21T16:11:06	BASELINE	15.00	0.32090	0.30500	0.32667	0.33104	-0.09708	-0.14583	-0.18021	40	Loop 1 empirical value -- 15.0
2026-03-21T16:13:15	BASELINE	13.00	0.49335	0.51481	0.49029	0.47495	0.33625	0.28750	0.25312	40	true optimum scan, observed mean ~13.2
